timestamp,state,total_charging_stations,fast_chargers,slow_chargers,charging_sessions,energy_consumed_kwh,grid_load_mw,voltage_v,frequency_hz,transformer_load_percent,renewable_share_percent,hour,day_of_week,ev_population,charger_ev_ratio,peak_hour_flag,overload_risk
2024-02-01 08:00:00,Assam,171,43,128,630,6033.015810690384,6379.663007067765,232.3187806386553,50.061181646878154,51.87573049535169,25.124618335720328,8,3,27667,161.7953216374269,0,Low
2024-02-01 09:00:00,Punjab,369,113,256,440,6998.9146729756685,5435.71600914992,225.59490825522334,50.01938675009672,44.12954032852308,46.09848702200152,9,3,7422,20.11382113821138,0,Low
2024-02-01 10:00:00,Arunachal Pradesh,243,49,194,585,4898.881045041793,5514.737166934183,235.16914825166364,50.04507627530517,38.94342324065082,20.54047900668486,10,3,37355,153.72427983539094,0,Low
2024-02-01 11:00:00,Tripura,328,73,255,325,2712.3690617469038,8114.568859324243,240.3688934140164,49.960684797343085,56.27977343513056,35.46831706963016,11,3,35818,109.20121951219512,0,Low
2024-02-01 12:00:00,Haryana,592,121,471,70,537.6393421222341,4804.976572548307,234.75646081801293,49.912752615666605,36.13759601988102,38.53151644225192,12,3,23189,39.170608108108105,0,Low
2024-02-01 13:00:00,Chhattisgarh,110,33,77,120,1857.510926818766,5570.342325898651,223.5868528403653,50.03585395184981,36.42735115122706,40.74729012917854,13,3,993,9.027272727272727,0,Low
2024-02-01 14:00:00,Assam,131,26,105,59,704.1779910201265,3416.4963038246356,233.42213880209155,49.996667226188876,32.721435273352114,9.601892644870222,14,3,6164,47.05343511450382,0,Low
2024-02-01 15:00:00,Chhattisgarh,656,102,554,125,850.3103598091186,3991.183151227075,234.86682976242807,50.03119479715383,29.472975866184687,20.134072737723002,15,3,9911,15.108231707317072,0,Low
2024-02-01 16:00:00,Chhattisgarh,135,35,100,328,2162.88600510622,6296.645898131866,233.15723206344916,49.99255673866523,42.273064138579386,5.443107125540493,16,3,10490,77.70370370370371,0,Low
2024-02-01 17:00:00,Mizoram,577,138,439,299,2431.293033623211,4148.491631757675,228.2723606336365,50.00863913111791,29.60020761891122,17.712442697943402,17,3,4437,7.689774696707106,0,Low
2024-02-01 18:00:00,West Bengal,91,22,69,1126,10921.129478561268,9344.562633924248,232.47300888082492,50.015028273641995,68.46603055971732,28.87129342390065,18,3,12650,139.01098901098902,1,Medium
2024-02-01 19:00:00,Goa,123,24,99,1157,18760.497125866663,7028.84224540889,231.78830683315545,50.00322529864313,53.190581496357424,45.739482276924036,19,3,2343,19.048780487804876,1,Low
2024-02-01 20:00:00,Jharkhand,686,205,481,1146,17757.83506464309,9257.750554027858,232.4768344198555,49.99379456730313,74.78643490914574,48.30353371005079,20,3,5613,8.182215743440233,1,Medium
2024-02-01 21:00:00,Bihar,294,84,210,927,14112.907046299963,3868.0215383197237,219.6634255663818,49.98943511914808,33.73327117219857,19.074232733981717,21,3,12675,43.11224489795919,1,Low
2024-02-01 22:00:00,Sikkim,458,141,317,806,10619.668108509639,4470.370724119634,223.54528374837392,50.04615066184473,26.93486347451508,10.712122595337938,22,3,27853,60.814410480349345,1,Low
2024-02-01 23:00:00,Tripura,110,17,93,253,3266.5919699492015,9998.732980149087,237.41149743076457,49.94837605160526,67.37255712313798,22.831130606738267,23,3,12880,117.0909090909091,0,Medium
2024-02-02 00:00:00,Sikkim,460,95,365,174,2461.381105490622,7653.192304008087,232.4675801760144,49.99310184506284,49.99870150916124,18.667573323432162,0,4,14251,30.980434782608697,0,Low
2024-02-02 01:00:00,Uttarakhand,416,83,333,181,1147.7043283467835,9745.944967520152,227.24706466499646,50.025484461561234,75.29401204311638,22.323142518690073,1,4,34657,83.31009615384616,0,Medium
2024-02-02 02:00:00,Meghalaya,108,36,72,275,3131.7809667717897,8273.838732589717,237.6650197536347,50.06063687571312,57.08222363399681,15.81405396335035,2,4,12394,114.75925925925925,0,Low
2024-02-02 03:00:00,West Bengal,695,240,455,100,674.3555095227272,3474.8095043255335,227.9899769183064,50.03606132718744,19.8472483960783,15.071813872539298,3,4,10109,14.545323741007195,0,Low
2024-02-02 04:00:00,Telangana,317,57,260,120,919.3537582483581,5439.728412994158,232.05278622520686,49.96163397623822,35.658967748519295,15.383042447275345,4,4,15299,48.261829652996845,0,Low
2024-02-02 05:00:00,Haryana,465,123,342,316,4388.1976828114375,3272.6950756478072,237.04589196801294,49.9756285893745,24.904854167625697,47.607914825038215,5,4,38421,82.6258064516129,0,Low
2024-02-02 06:00:00,Gujarat,315,98,217,312,4645.639754817469,3360.4664966141195,219.64410058709768,50.049666725080385,26.60158211730049,30.32736067465713,6,4,5346,16.97142857142857,0,Low
2024-02-02 07:00:00,Kerala,347,116,231,758,5687.699406246334,4289.731323746042,228.5785494472333,50.03767021854396,33.910698886699656,21.179441503400156,7,4,38638,111.34870317002881,0,Low
2024-02-02 08:00:00,Manipur,135,31,104,429,3277.0950796093066,6506.2833125659445,232.01134038600648,50.066049789477034,42.92721213861881,29.660967375311078,8,4,30193,223.65185185185186,0,Low
2024-02-02 09:00:00,Chhattisgarh,495,136,359,476,6774.552173659914,8122.192922570614,229.6677551234527,49.982096027691036,58.00991743708285,35.123542891413955,9,4,23320,47.111111111111114,0,Low
2024-02-02 10:00:00,Chhattisgarh,496,113,383,661,11713.301773852605,3603.4908890431398,223.65654011578414,50.08932985119633,33.63703799104925,16.331661590410924,10,4,26746,53.92338709677419,0,Low
2024-02-02 11:00:00,Tripura,569,175,394,105,1204.344064782709,6416.14494816084,234.47197090150658,49.916665543261274,49.90163320023689,26.605680305639414,11,4,30428,53.476274165202106,0,Low
2024-02-02 12:00:00,Gujarat,231,72,159,252,1488.1598627433182,7324.152157937835,238.461732862316,50.0072163235863,54.96140520675788,24.01006055138956,12,4,3196,13.835497835497835,0,Low
2024-02-02 13:00:00,Madhya Pradesh,402,74,328,314,1672.6203605372743,8311.714705670225,232.69526525202912,50.028179872662,56.28291302525158,45.64855073249417,13,4,31005,77.1268656716418,0,Low
2024-02-02 14:00:00,Madhya Pradesh,304,72,232,69,966.8089593703244,3551.6133400699864,232.88624186187764,49.96695528315069,32.990263114129284,32.79625637848659,14,4,8565,28.174342105263158,0,Low
2024-02-02 15:00:00,Nagaland,667,134,533,177,1437.8442069320415,4014.4821298652223,237.2845630647715,50.02376444046593,38.572183910032564,39.12361777447333,15,4,32870,49.280359820089956,0,Low
2024-02-02 16:00:00,Assam,392,96,296,131,1744.8457238501135,9126.57300479793,226.4887227552582,49.990117585819995,62.767912715216774,7.665048742847336,16,4,19751,50.38520408163265,0,Medium
2024-02-02 17:00:00,Gujarat,522,150,372,121,1459.9878640625943,8078.574415485602,233.22331297437302,49.945991265761734,63.267989085290594,30.138005158978526,17,4,33307,63.80651340996169,0,Medium
2024-02-02 18:00:00,Gujarat,623,115,508,980,15131.18368338287,6806.635705501385,229.03347886776015,50.0735792541285,57.73331328550894,26.88674453713164,18,4,14693,23.584269662921347,1,Low
2024-02-02 19:00:00,Rajasthan,106,28,78,1084,7953.710787772603,7141.507616703057,240.71503527292455,49.97651177678314,58.46125894515724,7.2173144112247165,19,4,28988,273.47169811320754,1,Low
2024-02-02 20:00:00,Jharkhand,305,92,213,527,4808.515487896895,5395.1068622609255,226.74044982307183,50.002243661782984,35.91451996507689,41.57118695191021,20,4,22476,73.69180327868852,1,Low
2024-02-02 21:00:00,Meghalaya,641,154,487,612,8660.335218275226,8045.218831003658,226.45287580203254,49.99584802818105,59.60673033541322,36.01598089829104,21,4,23493,36.650546021840874,1,Low
2024-02-02 22:00:00,Assam,291,66,225,953,8201.049031006432,7264.020352480613,227.72014391009728,49.9514309361473,51.7455487812273,31.42097607128904,22,4,6474,22.24742268041237,1,Low
2024-02-02 23:00:00,Kerala,141,40,101,141,1315.832110429484,7278.124414466329,231.02207185750706,49.96049149345708,48.33107956004305,48.165594589571995,23,4,9062,64.26950354609929,0,Low
2024-02-03 00:00:00,Himachal Pradesh,161,46,115,217,2354.2039554422104,9182.213658327439,229.99366073256252,50.030046919035584,74.56026615395348,31.249980949483287,0,5,36301,225.472049689441,0,Medium
2024-02-03 01:00:00,Maharashtra,549,175,374,86,700.0039616250764,6636.862201224957,225.4310332420824,49.89353364744154,57.11588187363901,20.76225668011974,1,5,17610,32.076502732240435,0,Low
2024-02-03 02:00:00,Uttarakhand,651,103,548,301,2750.067607112849,4402.710551227135,226.56313233389852,50.06942628830551,33.545522283229595,33.36789790736721,2,5,23053,35.41167434715822,0,Low
2024-02-03 03:00:00,Manipur,503,88,415,217,1414.714983627039,10074.609082876563,226.19818179391936,49.98031942089835,69.94772814153768,31.446645275366443,3,5,10747,21.365805168986082,0,Medium
2024-02-03 04:00:00,Tripura,81,27,54,255,1910.9367199023502,5540.7043819646615,234.49052696743308,50.06041233367718,35.65367862763489,38.629212150779885,4,5,27680,341.7283950617284,0,Low
2024-02-03 05:00:00,Himachal Pradesh,397,92,305,238,3008.3132546700795,5019.698771586312,225.95610958881304,49.95289754298926,44.30208408450595,33.629847290120516,5,5,7910,19.924433249370278,0,Low
2024-02-03 06:00:00,Tamil Nadu,190,64,126,105,1533.661080579963,4468.77100188926,227.9589648592399,50.0236590247512,38.06327508211405,35.852137994519346,6,5,35867,188.7736842105263,0,Low
2024-02-03 07:00:00,Mizoram,552,153,399,494,4092.601799943975,6452.640185263238,220.63014962158778,50.00922082847135,41.319259632285004,14.9058159888887,7,5,1541,2.7916666666666665,0,Low
2024-02-03 08:00:00,Meghalaya,61,9,52,481,6915.025698310205,8124.544563373948,237.52360646694225,50.00602331761708,55.36718105838063,22.637353540479683,8,5,33344,546.6229508196722,0,Low
2024-02-03 09:00:00,West Bengal,570,133,437,774,4228.027550973821,4576.347819104647,230.44761025380325,50.00336017263551,41.80523248064704,44.03646605731876,9,5,13461,23.61578947368421,0,Low
2024-02-03 10:00:00,Bihar,393,102,291,640,3385.3068261593025,9595.851299967242,240.64898571541633,50.05301695430337,77.44662212203295,34.930408015112704,10,5,25262,64.27989821882952,0,Medium
2024-02-03 11:00:00,Goa,422,93,329,174,2957.667836663572,9327.727074171295,235.6712378543694,49.99239297833016,62.35256018755288,11.683284091570286,11,5,6700,15.876777251184834,0,Medium
2024-02-03 12:00:00,Rajasthan,148,35,113,228,2589.7932700059487,8739.303050075028,226.2476961262561,50.01543756404959,64.73731726577238,36.39408722508762,12,5,14798,99.98648648648648,0,Medium
2024-02-03 13:00:00,Bihar,582,166,416,74,1244.9923221565887,3185.42406877661,237.17154834676037,50.014237729669276,25.87305980320908,19.575299866117064,13,5,21296,36.59106529209622,0,Low
2024-02-03 14:00:00,Maharashtra,373,127,246,83,1362.4862975475717,7167.3648570321775,235.170549952518,50.029601841291,56.08279643351757,22.912467830552195,14,5,31769,85.171581769437,0,Low
2024-02-03 15:00:00,Meghalaya,101,31,70,270,1685.872307363584,9618.091046552234,231.27157813276855,49.96491247789346,69.89856751455791,23.252872561494907,15,5,7647,75.7128712871287,0,Medium
2024-02-03 16:00:00,Meghalaya,576,127,449,245,3683.92123832195,8993.48930520616,234.05852785806633,50.01659592238539,66.5184200795541,29.391500529374092,16,5,6557,11.383680555555555,0,Medium
2024-02-03 17:00:00,Bihar,246,52,194,304,2604.478720224214,5995.393041949849,222.43851004158003,49.96018127624552,41.85293007892199,43.747832141587374,17,5,31368,127.51219512195122,0,Low
2024-02-03 18:00:00,Goa,348,75,273,1019,9658.669569791156,4246.001238943858,234.47116387250466,49.961683873760926,38.60381014637929,14.968721835606518,18,5,5156,14.816091954022989,1,Low
2024-02-03 19:00:00,Mizoram,112,19,93,504,7745.498322320595,7168.636684304702,225.90167991906398,49.97802658650049,57.256624345848564,32.062414369180374,19,5,10670,95.26785714285714,1,Low
2024-02-03 20:00:00,Madhya Pradesh,380,97,283,920,8986.998386274468,6554.981547561902,229.99696824563856,49.99480615515141,53.11343168596444,42.04708939016475,20,5,11067,29.123684210526317,1,Low
2024-02-03 21:00:00,Kerala,266,61,205,798,4814.937505737878,7054.667569972249,228.0525027886818,49.94843039028567,50.33006233562791,24.059325975867868,21,5,25009,94.0187969924812,1,Low
2024-02-03 22:00:00,Maharashtra,633,219,414,809,5072.5874152425395,3752.189502639957,230.0531813417434,49.933199855378255,34.52761948674308,5.918072480969285,22,5,16979,26.82306477093207,1,Low
2024-02-03 23:00:00,Tripura,280,66,214,295,4060.632290435767,4786.45484201748,229.55727892708492,49.97730542919234,33.526860436755754,41.403998732616884,23,5,15686,56.02142857142857,0,Low
2024-02-04 00:00:00,Jharkhand,524,142,382,160,1544.9411448872754,5778.496683828658,236.39343853802828,49.8877385104299,44.5773303660442,27.33795147546879,0,6,5739,10.952290076335878,0,Low
2024-02-04 01:00:00,Chhattisgarh,50,14,36,189,2544.94179254707,8526.967304668637,229.99720133511593,50.02860061234707,57.588386974323065,24.83446106464436,1,6,26983,539.66,0,Low
2024-02-04 02:00:00,Tamil Nadu,523,94,429,158,1786.4609384452438,9942.863506852502,229.5372507395523,50.00149947977388,66.97458856302252,14.948549316204886,2,6,17058,32.61567877629063,0,Medium
2024-02-04 03:00:00,Bihar,360,69,291,184,1327.5184638694225,6645.139713342587,224.55502256897225,50.01454798148289,48.44790484593732,45.69806464326285,3,6,25408,70.57777777777778,0,Low
2024-02-04 04:00:00,Karnataka,450,97,353,77,802.0088200119828,7601.28918776942,234.43329934316213,49.920449625826315,57.15130021807432,6.101611961593997,4,6,33620,74.71111111111111,0,Low
2024-02-04 05:00:00,Kerala,179,27,152,123,624.4725806609498,5731.809893066387,224.39415339808946,49.88329885706995,41.1892527775513,33.23777693907948,5,6,33375,186.45251396648044,0,Low
2024-02-04 06:00:00,Chhattisgarh,652,210,442,135,793.9826746783376,8173.064903079867,226.90919775658188,50.04492558522758,63.34092111124931,24.196635547447702,6,6,21853,33.51687116564417,0,Medium
2024-02-04 07:00:00,Odisha,594,92,502,414,6917.384864672638,9096.814756887818,235.77963900940642,50.05260534112373,70.8773053023576,47.41712152181361,7,6,31903,53.70875420875421,0,Medium
2024-02-04 08:00:00,Kerala,170,48,122,437,4597.601469549263,4420.333094240206,230.2337684302386,50.06990007656016,41.2351834413428,17.675570951353624,8,6,13377,78.68823529411765,0,Low
2024-02-04 09:00:00,West Bengal,179,29,150,769,8104.874442471302,5628.074194946475,227.50062618606486,49.9610278686631,38.69930533289927,38.03330889526451,9,6,3052,17.050279329608937,0,Low
2024-02-04 10:00:00,Punjab,374,65,309,424,6021.838392143783,8574.66555917992,232.9926895722018,49.96729179724289,68.72903217824616,21.25698747826953,10,6,25707,68.73529411764706,0,Medium
2024-02-04 11:00:00,Tripura,353,104,249,271,3720.2294953434116,6878.907048723492,232.86062858804195,50.02979656735196,46.04276818627825,22.935165086485743,11,6,8580,24.305949008498583,0,Low
2024-02-04 12:00:00,Manipur,262,83,179,108,1320.955897212185,5966.276522323258,226.56730623423115,50.058168802758175,39.762481804997265,43.605013336080795,12,6,33805,129.0267175572519,0,Low
2024-02-04 13:00:00,Rajasthan,590,155,435,328,3754.174231373371,8388.065398646013,231.28686553208675,49.96845767985264,68.3519343684502,7.600468865893887,13,6,34029,57.67627118644068,0,Medium
2024-02-04 14:00:00,Punjab,69,15,54,243,2795.554018280555,6579.663047261663,232.33043467736712,49.96983235950525,49.38770814939121,20.254728657270796,14,6,27497,398.5072463768116,0,Low
2024-02-04 15:00:00,Maharashtra,505,160,345,63,943.8780960400754,3333.964210589253,228.74881917171462,49.984110489304385,24.843308944865814,43.058519524659346,15,6,16031,31.744554455445545,0,Low
2024-02-04 16:00:00,Andhra Pradesh,594,173,421,56,700.0948327674602,5440.659149528224,228.1610773671447,50.035126665696694,43.61630567916136,19.80525783480048,16,6,23225,39.0993265993266,0,Low
2024-02-04 17:00:00,Telangana,530,141,389,233,3347.140273280707,6767.153359643542,243.33452611160004,50.00485778935431,57.139764502853694,7.212133562964241,17,6,32661,61.62452830188679,0,Low
2024-02-04 18:00:00,Bihar,527,79,448,1105,5798.558574225202,9011.182403936109,230.97538462711302,50.02687393523032,65.95102725925035,7.019645741272312,18,6,38424,72.91081593927893,1,Medium
2024-02-04 19:00:00,Mizoram,391,97,294,1056,14749.863667201244,7217.660775033807,228.54592693646205,49.980882902951215,47.522080028507744,30.84320928688581,19,6,21724,55.56010230179028,1,Low
2024-02-04 20:00:00,Gujarat,95,25,70,957,13787.425015146673,9594.38256534036,228.87980303072493,49.93011736466155,73.90900723733495,33.68266240708107,20,6,1010,10.631578947368421,1,Medium
2024-02-04 21:00:00,Madhya Pradesh,163,24,139,649,4194.197372129778,4183.389611033022,224.3694301211063,49.92563200416371,28.095855449364766,31.33047474172061,21,6,31052,190.50306748466258,1,Low
2024-02-04 22:00:00,Andhra Pradesh,146,31,115,415,3996.760056584624,3382.909653858065,229.45291747374495,49.96624312477199,25.15353258057312,13.312125930644743,22,6,12241,83.84246575342466,1,Low
2024-02-04 23:00:00,Arunachal Pradesh,524,181,343,81,718.9992064030055,7254.75045110817,226.690511419066,50.000209968866464,60.95315187171157,28.72516902127175,23,6,8620,16.450381679389313,0,Medium
2024-02-05 00:00:00,Arunachal Pradesh,687,210,477,133,1293.5920505972067,6826.801491131533,231.92467625946145,50.03819743078475,45.43660249079529,11.648584599708249,0,0,32805,47.751091703056765,0,Low
2024-02-05 01:00:00,Arunachal Pradesh,409,63,346,183,1428.006995524795,3733.0291136654255,241.21960637751525,49.86370155749503,34.10222036828752,24.970261067705106,1,0,28294,69.17848410757946,0,Low
2024-02-05 02:00:00,Kerala,650,102,548,342,4613.205684434477,6789.5240521677115,235.55063121900034,50.01476958784643,48.85009868024783,9.873021041731256,2,0,20823,32.035384615384615,0,Low
2024-02-05 03:00:00,Gujarat,275,47,228,343,4432.516580782336,7779.264860911922,222.1429000083085,49.9533814378409,57.50159928665839,22.55297295864327,3,0,25558,92.93818181818182,0,Low
2024-02-05 04:00:00,Maharashtra,71,22,49,222,3603.31874032943,8648.26190673147,221.85133417376903,50.02781545060182,69.13471669106183,5.2395885756978915,4,0,26265,369.92957746478874,0,Medium
2024-02-05 05:00:00,Chhattisgarh,558,119,439,219,2694.9608796103016,4674.988040402291,235.70246991154127,49.96815785449051,31.273276502581663,33.725378776149036,5,0,10989,19.693548387096776,0,Low
2024-02-05 06:00:00,Rajasthan,458,139,319,162,2056.5717357065614,8283.55929148395,226.4434838652526,50.005856210807494,55.91496351472747,31.841355989477858,6,0,2868,6.262008733624454,0,Low
2024-02-05 07:00:00,Sikkim,581,106,475,741,6871.8101057717595,8635.835915580445,223.13960406365192,50.05899710650192,68.00763018777445,34.1912769139866,7,0,18493,31.82960413080895,0,Medium
2024-02-05 08:00:00,Karnataka,61,17,44,684,11801.685542730766,9273.093397540437,222.44106427015532,50.02674853361819,64.29214231016812,20.317317695489713,8,0,23882,391.5081967213115,0,Medium
2024-02-05 09:00:00,West Bengal,368,93,275,417,2670.0590124652317,9857.208977580603,230.2652965646631,50.04326448780676,76.28228963168843,24.62217340876645,9,0,32188,87.46739130434783,0,Medium
2024-02-05 10:00:00,Uttarakhand,118,31,87,394,2399.725354341273,3681.1346059054404,228.89990986170162,49.9936296563805,22.850439243131397,41.58177824272717,10,0,31626,268.0169491525424,0,Low
2024-02-05 11:00:00,Jharkhand,100,30,70,136,1623.2658899743797,3817.656266911868,230.1111089626712,50.05420690872936,34.38845867399613,21.56385369497964,11,0,8803,88.03,0,Low
2024-02-05 12:00:00,Gujarat,227,46,181,295,3623.949820366554,3388.1718664459513,217.917437992987,50.02296487827055,27.858061666187712,36.60878876676641,12,0,5117,22.54185022026432,0,Low
2024-02-05 13:00:00,Andhra Pradesh,313,73,240,323,2693.4357816070788,6451.290462626433,229.58049068365852,49.980815787246186,49.650446393113924,47.89060756285843,13,0,1661,5.306709265175719,0,Low
2024-02-05 14:00:00,Meghalaya,615,130,485,168,1479.057824582586,5638.894480892363,230.6281861933616,50.01314017432348,39.712392697354275,31.147092107776178,14,0,2434,3.957723577235772,0,Low
2024-02-05 15:00:00,Rajasthan,525,156,369,243,2087.258759888884,9706.966605310705,234.84258164992502,49.98167278510366,68.32897816998634,28.15371214620082,15,0,36710,69.92380952380952,0,Medium
2024-02-05 16:00:00,Telangana,339,104,235,200,1117.3012843637946,9694.087050196009,235.1181843424446,50.04277699746265,76.1636875626336,38.64845416674248,16,0,34093,100.5693215339233,0,Medium
2024-02-05 17:00:00,Madhya Pradesh,438,120,318,167,2962.3942335705474,4714.769890535032,224.0573227301945,50.09944100268919,29.742296304275843,26.954447269912677,17,0,3211,7.331050228310502,0,Low
2024-02-05 18:00:00,Haryana,672,116,556,1027,8992.598109395385,4425.344199127755,229.1579014398556,50.03018228694804,35.2556846941456,40.64014067585882,18,0,14934,22.223214285714285,1,Low
2024-02-05 19:00:00,Gujarat,563,189,374,764,11877.141906042285,5169.744646587497,231.00790057099798,50.004942972250554,39.84333061165814,29.301313651730947,19,0,19894,35.33570159857904,1,Low
2024-02-05 20:00:00,Meghalaya,370,101,269,461,4714.9720120880565,7876.057592412471,221.9464829194625,50.016342620334925,57.22348886585848,24.265110638625877,20,0,6560,17.72972972972973,1,Low
2024-02-05 21:00:00,Andhra Pradesh,215,73,142,537,6768.834273302242,8254.431448261685,239.5978004298482,50.0177777092668,64.14892965030472,16.352553180957642,21,0,2959,13.762790697674419,1,Medium
2024-02-05 22:00:00,Andhra Pradesh,203,49,154,703,7913.362645752482,7883.879756916469,223.54528890253388,49.979651281681335,65.7380342198472,28.016039301917782,22,0,13963,68.78325123152709,1,Medium
2024-02-05 23:00:00,Goa,656,165,491,278,2868.8366706413385,7031.660811593674,228.9793511556364,50.1558840564604,47.2479354280021,27.3233965325239,23,0,26272,40.048780487804876,0,Low
2024-02-06 00:00:00,Kerala,686,230,456,310,2832.5676390360663,4928.487571750251,225.2182543203476,50.00694792946408,44.20313836058402,20.008055914829008,0,1,28420,41.42857142857143,0,Low
2024-02-06 01:00:00,West Bengal,142,29,113,156,1486.7765557580694,4049.2676753832857,227.83398296405178,49.9176293669747,24.377738935646427,39.67891371566429,1,1,19160,134.92957746478874,0,Low
2024-02-06 02:00:00,Punjab,52,13,39,185,945.6089519998314,3482.597967604245,227.71484090334187,49.97881005215287,22.593616660639487,35.237474863189256,2,1,30513,586.7884615384615,0,Low
2024-02-06 03:00:00,Telangana,676,132,544,306,4768.92247534345,9572.671876124998,232.18366277782417,50.02006035817415,64.77553845743665,38.245011301336895,3,1,7079,10.471893491124261,0,Medium
2024-02-06 04:00:00,Meghalaya,635,215,420,341,4361.668379454352,6607.168054460563,239.9181682621801,50.00059402172589,54.07265560819472,31.235839134986136,4,1,23516,37.033070866141735,0,Low
2024-02-06 05:00:00,Andhra Pradesh,446,67,379,337,4298.336599060702,5496.665300629121,222.0036763697361,49.98464897511936,46.11018107377136,33.55407200147485,5,1,15190,34.05829596412556,0,Low
2024-02-06 06:00:00,Bihar,594,123,471,231,2510.5772343120075,6694.931938891709,216.26009842596045,50.05542663600041,46.662268814231425,10.41531981093734,6,1,4679,7.877104377104377,0,Low
2024-02-06 07:00:00,West Bengal,225,36,189,721,7046.520162664501,3708.966150033643,229.95516837118132,49.95262854774697,31.8420807142786,20.063089696067557,7,1,35328,157.01333333333332,0,Low
2024-02-06 08:00:00,Sikkim,84,21,63,661,7537.240291598228,9933.003050850526,215.22875529378985,49.96791364281739,68.94073407694889,18.84447893103514,8,1,28891,343.9404761904762,0,Medium
2024-02-06 09:00:00,West Bengal,685,200,485,360,3223.4465909919763,8683.701651650248,224.26329241839335,49.9615529187553,59.56230660593593,39.86862809818802,9,1,28633,41.8,0,Low
2024-02-06 10:00:00,Punjab,264,80,184,508,4724.570145534009,4657.03963737372,233.64928957211595,50.03381771323744,36.763028886835826,48.07911259361178,10,1,10221,38.71590909090909,0,Low
2024-02-06 11:00:00,Maharashtra,99,20,79,118,1753.398854986747,4668.741793862757,230.18483760274555,50.00608793051547,32.51615917260668,49.85026738487564,11,1,8515,86.01010101010101,0,Low
2024-02-06 12:00:00,Bihar,599,188,411,170,2915.9057229784344,9022.466906414222,236.11099078777886,50.080328692903734,66.45655151364718,33.19185379868408,12,1,21093,35.213689482470784,0,Medium
2024-02-06 13:00:00,Madhya Pradesh,446,115,331,326,3515.085688059117,7940.220346883828,229.65530101897625,50.00092879725815,59.833283007108655,8.981910306455632,13,1,5524,12.385650224215247,0,Low
2024-02-06 14:00:00,Bihar,466,116,350,76,716.5672163598517,3509.3921132284636,232.73199563337624,49.96703358415818,27.47004897654977,44.63008081475668,14,1,30814,66.12446351931331,0,Low
2024-02-06 15:00:00,Bihar,689,151,538,145,2060.190832511974,5690.930267999607,225.42261485454853,50.006322960953035,47.72476731280233,21.644988154165617,15,1,22446,32.57764876632801,0,Low
2024-02-06 16:00:00,Madhya Pradesh,588,117,471,140,2310.108472615097,7425.56976124867,223.60868685371213,49.985659729533324,62.17429807743718,38.97806918592313,16,1,6906,11.744897959183673,0,Medium
2024-02-06 17:00:00,Nagaland,471,146,325,160,1584.3929278316446,9472.740376535116,224.37259980951967,50.00467849235129,68.19827365109217,37.494385082054634,17,1,22447,47.65817409766454,0,Medium
2024-02-06 18:00:00,Rajasthan,119,25,94,1021,9668.968508176655,8673.964820958256,229.63035041632597,50.05093454252122,62.700531500970044,16.302128061122858,18,1,14286,120.05042016806723,1,Medium
2024-02-06 19:00:00,Bihar,178,38,140,645,10404.950798672102,4302.680824500966,234.229255922345,49.98289267184383,28.758262629724573,8.520894436101024,19,1,11181,62.81460674157304,1,Low
2024-02-06 20:00:00,Himachal Pradesh,74,17,57,1063,6006.445223691903,4336.167204583795,232.7191485320162,50.02663244382409,29.652193645770467,32.68526912600916,20,1,16847,227.66216216216216,1,Low
2024-02-06 21:00:00,Meghalaya,600,113,487,503,8227.691566208303,3931.281456339387,234.08110936278595,49.947071586087176,29.222300895405255,44.4341286461979,21,1,26967,44.945,1,Low
2024-02-06 22:00:00,Mizoram,164,34,130,902,12894.985483871798,8024.0878333815135,232.7447468830568,50.05208969476576,57.40187532785278,8.17272300057158,22,1,26865,163.8109756097561,1,Low
2024-02-06 23:00:00,Chhattisgarh,648,109,539,297,2944.5779312823665,3294.3573782034923,229.90040801850134,49.98760599404606,25.856147825089966,6.01563634580492,23,1,31645,48.83487654320987,0,Low
2024-02-07 00:00:00,Assam,652,207,445,240,2138.867508276107,4361.94020408515,222.88003075151994,49.97531362069709,34.17873039725288,13.947283862891599,0,2,33577,51.49846625766871,0,Low
2024-02-07 01:00:00,Tripura,69,20,49,184,2038.9833695933155,3643.3019045841147,222.43084749377573,50.03154378017981,28.937951885324296,28.285745422293104,1,2,32376,469.2173913043478,0,Low
2024-02-07 02:00:00,Telangana,531,141,390,318,5513.495079557764,8694.701366077266,233.88114252362053,49.97580332775244,63.59095516047111,42.290021459011726,2,2,7340,13.822975517890772,0,Medium
2024-02-07 03:00:00,Karnataka,615,128,487,342,4806.36242635404,4425.990725957907,229.27489115060123,49.941694104638024,32.401407297517245,37.139694658579124,3,2,21923,35.64715447154472,0,Low
2024-02-07 04:00:00,Tamil Nadu,431,105,326,93,1638.4231591464788,8086.841373936906,224.09513758167807,49.94241594454828,59.49129091150479,33.181017024336484,4,2,27139,62.96751740139211,0,Low
2024-02-07 05:00:00,Uttarakhand,169,54,115,109,1498.930416604402,8863.55054363983,231.1077261195053,49.970959995325536,65.0344955296044,25.097085549799516,5,2,17741,104.97633136094674,0,Medium
2024-02-07 06:00:00,Bihar,570,167,403,53,459.57160886291484,8889.54522600915,235.72131583058555,49.95344647118551,60.31174812703207,12.591573926168554,6,2,7774,13.63859649122807,0,Medium
2024-02-07 07:00:00,Meghalaya,438,151,287,314,2712.704179802363,3992.8913794083337,228.31092452904298,49.96862896327868,32.73340856982761,41.194414674372766,7,2,18070,41.25570776255708,0,Low
